X,Y,OBJECTID,Inventory_Date,Species,DBH,Condition,TreeHeight,CrownWidthNS,CrownWidthEW,CollectedBy,Notes,CrownBaseHeight,GlobalID,StaffReview,created_user,created_date,last_edited_user,last_edited_date,UserID,Structural_Value,Carbon_Storage_lb,Carbon_Storage_value,Carbon_Sequestration_lb,Carbon_Sequestration_value,Stormwater_ft,Stormwater_value,Pollution_Removal_value,Pollution_Removal_oz,Total_Annual_Benefits,Family,Genus,Common_name,Genus_species,Functional_type,Size,Native,Edible,Nuisance,Origin,Species_factoid,PropertyID
-13660659.5075494,5696777.50910419,234764,2018/06/23 00:00:00+00,QUPA,35.2,Fair,102,66,56,staff,,9,{16D32702-4085-4F28-8376-FC82BA57A556},,TL,2018/06/23 18:43:49+00,PKJOSHUA,2024/08/20 21:52:30+00,6156,14390.86,9161.4,594.24,122.4,7.94,102.5,6.85,12.45,27.6,27.25,Fagaceae,Quercus,pin oak,Quercus palustris,BD,L,No,,,"North America - central USA from eastern Kansas and Oklahoma through Illinois, Indiana and Ohio east to Virginia and southern New England, plus southern Ontario, Canada",Pin oak gets its name from the sharp pointy shoots that are apparent in winter.,136
-13660638.4576653,5696774.5912415,234765,2018/06/23 00:00:00+00,QUPA,34.6,Fair,99,72,86,staff,,8,{4E80D2DE-DF60-4F7A-8FE0-43EE20F5DCC7},,TL,2018/06/23 18:43:59+00,PKJOSHUA,2024/08/20 21:52:30+00,6157,13972.44,8773.7,569.1,119.2,7.73,161.5,10.8,19.61,43.4,38.14,Fagaceae,Quercus,pin oak,Quercus palustris,BD,L,No,,,"North America - central USA from eastern Kansas and Oklahoma through Illinois, Indiana and Ohio east to Virginia and southern New England, plus southern Ontario, Canada",Pin oak gets its name from the sharp pointy shoots that are apparent in winter.,136
-13660676.8785326,5696612.35878604,234766,2018/06/23 00:00:00+00,QUPH,13.5,Fair,44,35,40,volunteer,,4,{2F45F79C-54C8-4B7B-90FD-C4D2A577FE56},,TL,2018/06/23 18:45:07+00,PKJOSHUA,2024/08/20 21:52:30+00,6158,2192.05,659.5,42.78,19.5,1.27,40.5,2.71,4.92,10.9,8.9,Fagaceae,Quercus,willow oak,Quercus phellos,BD,L,No,,,North America -  New Jersey south to the panhandle of Florida and west to eastern Texas,"Narrow, lanceolate leaves superficially resemble a willow’s but are thicker and more leathery. Acorns are bright yellow-brown and a half-inch long.",136
-13661330.2947906,5696586.68724368,234767,2018/06/23 00:00:00+00,CEDE,5.8,Fair,16,16,19,volunteer,,0,{7BC8AB83-D008-4730-B62A-D0C0C10BFEF2},,TL,2018/06/23 18:52:42+00,PKJOSHUA,2024/08/20 21:52:30+00,6159,253.66,76.1,4.93,3.7,0.24,17.5,1.17,2.12,4.7,3.53,Pinaceae,Cedrus,deodar cedar,Cedrus deodara,CE,L,No,,,"Asia - the Himalayas, including Pakistan, northern India, Nepal and Afghanistan","Evergreen tree averaging between 40–70' in height; straight trunk and swooping horizontal branches.",136
-13661188.964361,5696636.09219202,234768,2018/06/23 00:00:00+00,NYSY,5.7,Fair,29,15,17,volunteer,,4,{716D9EEE-A990-4F66-ACCA-E479D4316D42},,TL,2018/06/23 18:55:23+00,PKJOSHUA,2024/08/20 21:52:30+00,6160,580.8,81.6,5.29,6.6,0.43,14.9,0.99,1.81,4,3.23,Nyssaceae,Nyssa,black tupelo,Nyssa sylvatica,BD,M,No,,,"North America - eastern USA from eastern Texas and eastern Missouri across the South and north to New York, New England and southern Ontario, Canada","Trees are dioecious, with males and females occurring on different plants.",136
-13660787.579851,5696714.31729399,235136,2018/06/23 00:00:00+00,PIPO,35.1,Good,68,40,42,volunteer,,7,{E673DCB4-C48D-4A21-A139-966B230B252D},,TL,2018/06/23 17:56:44+00,PKJOSHUA,2024/08/20 21:52:30+00,6161,8781.52,3389.7,219.87,54.3,3.52,70.7,4.72,8.58,19,16.82,Pinaceae,Pinus,ponderosa pine,Pinus ponderosa,CE,L,Yes,,,"North America - from British Columbia, Canada south through Washington, Oregon, Idaho, Montana, California and other western states east to Nebraska and south to northern Durango and Tamaulipas states in Mexico.","Needles are 5-10"" long and grow in bundles of three.",136
-13661228.3864945,5696452.00335426,235137,2018/06/23 00:00:00+00,MA,5.3,Fair,20,15,18,volunteer,,4,{9847A34B-3015-4A4B-B836-8F646EB10B66},,TL,2018/06/23 17:57:08+00,PKJOSHUA,2024/08/20 21:52:30+00,21401,453.4,71.7,4.65,6.3,0.41,8.5,0.57,1.03,2.3,2.01,Rosaceae,Malus,ornamental crabapple,Malus spp.,BD,S,No,,,,White to pale or deep pink apple-like flowers in spring before the leaves. Round fall fruits in colors from red to purple to yellow.,136
-13661456.6860245,5696359.10019876,235138,2018/06/23 00:00:00+00,ACPL,7.7,Fair,27,21,26,volunteer,,5,{2D2927D8-A092-4681-A067-FD7099493862},,TL,2018/06/23 18:00:36+00,PKJOSHUA,2024/08/20 21:52:30+00,21402,863.12,212.6,13.79,11.6,0.75,30.7,2.05,3.73,8.3,6.54,Sapindaceae,Acer,Norway maple,Acer platanoides,BD,M,No,,Yes ,"Europe - from Scandinavia and western Europe (but not the British Isles) east to Ukraine, Russia, Georgia, Armenia, Turkey and Iran",Most common street tree in Portland. Pull a leaf off and milky white sap emits from the leaf stem. Yellow catkin flowers in spring before leaves.,136
-13661430.7787123,5696789.19522639,235139,2018/06/23 00:00:00+00,QUPA,26.4,Fair,77,52,48,volunteer,,10,{2ACBD497-8DB5-49BB-8FF5-B8CE667E48F1},,TL,2018/06/23 18:05:33+00,PKJOSHUA,2024/08/20 21:52:30+00,21403,8469.42,4446.2,288.4,79.2,5.13,67.8,4.54,8.24,18.3,17.91,Fagaceae,Quercus,pin oak,Quercus palustris,BD,L,No,,,"North America - central USA from eastern Kansas and Oklahoma through Illinois, Indiana and Ohio east to Virginia and southern New England, plus southern Ontario, Canada",Pin oak gets its name from the sharp pointy shoots that are apparent in winter.,136
-13661369.71391,5696490.88673868,235140,2018/06/23 00:00:00+00,CADE,7.6,Fair,20,11,12,volunteer,,0,{44795674-A61F-446F-9559-E798F31A80B9},,TL,2018/06/23 18:06:33+00,PKJOSHUA,2024/08/20 21:52:30+00,21404,364.02,106.1,6.88,5.2,0.33,9.3,0.62,1.13,2.5,2.08,Pinaceae,Calocedrus,incense cedar,Calocedrus decurrens,CE,L,Yes,,,"North America - Oregon south into California and northern Baja California, Mexico",Reddish-brown bark is fibrous on older trees. Needles are in flat sprays. Cones are oblong.,136
-13661183.5989008,5696701.80701623,235141,2018/06/23 00:00:00+00,THPL,28.4,Poor,50,32,46,volunteer,,4,{96E033BE-3F97-4C41-9C4E-A6074E677492},N,TL,2018/06/23 18:11:12+00,PKJOSHUA,2024/08/20 21:52:30+00,21405,2053.01,1142.9,74.14,5.1,0.33,92.8,6.21,11.27,25,17.81,Cupressaceae,Thuja,western redcedar,Thuja plicata,CE,L,Yes,,,"North America - British Columbia, Canada south through Washington, Oregon, northern Idaho and northwest Montana south to northern California; also in the Alaska Panhandle ","The bark is dark brown, papery, and peels off easily in small strips.",136
-13661247.6690047,5696452.87338795,235142,2018/06/23 00:00:00+00,MA,5.9,Fair,17,20,20,volunteer,,3,{0B745894-0456-46EA-A9D4-058658CD9838},,TL,2018/06/23 18:13:49+00,PKJOSHUA,2024/08/20 21:52:30+00,21406,520.34,92.7,6.01,7.3,0.47,13.1,0.88,1.59,3.5,2.95,Rosaceae,Malus,ornamental crabapple,Malus spp.,BD,S,No,,,,White to pale or deep pink apple-like flowers in spring before the leaves. Round fall fruits in colors from red to purple to yellow.,136
-13661437.4763294,5696362.93504951,235143,2018/06/23 00:00:00+00,FRPE,15.4,Fair,40,31,38,volunteer,,5,{91540EBE-D8C5-4423-9F5D-7BD782733C22},N,TL,2018/06/23 18:20:53+00,PKJOSHUA,2024/08/20 21:52:30+00,21407,2005.04,672.4,43.62,15.6,1.01,43.6,2.92,5.3,11.7,9.23,Oleaceae,Fraxinus,green ash,Fraxinus pennsylvanica,BD,M,No,,,North America - Saskatchewan and Manitoba in Canada south to Texas and northern Florida and north to Maine and New Brunswick,"Opposite branching tree with compound leaves 9"" long with 5 to 9 leaflets 3 1/2"" long.",136
-13661239.8139693,5696768.66615115,235144,2018/06/23 00:00:00+00,PIPO,13.5,Fair,32,16,16,volunteer,,0,{372AC02C-A42C-4ED5-B01C-15B5A31F54EB},,TL,2018/06/23 18:21:28+00,PKJOSHUA,2024/08/20 21:52:30+00,21408,1004.89,412.1,26.73,12.2,0.79,11,0.73,1.33,3,2.86,Pinaceae,Pinus,ponderosa pine,Pinus ponderosa,CE,L,Yes,,,"North America - from British Columbia, Canada south through Washington, Oregon, Idaho, Montana, California and other western states east to Nebraska and south to northern Durango and Tamaulipas states in Mexico.","Needles are 5-10"" long and grow in bundles of three.",136
-13661260.927991,5696453.9920328,235145,2018/06/23 00:00:00+00,MA,7.3,Fair,19,23,23,volunteer,,2,{B8DA0D00-79C9-49F6-B812-B39AD3CF68D3},,TL,2018/06/23 18:22:18+00,PKJOSHUA,2024/08/20 21:52:30+00,21409,704.41,154.7,10.03,9.8,0.64,18.5,1.24,2.24,5,4.12,Rosaceae,Malus,ornamental crabapple,Malus spp.,BD,S,No,,,,White to pale or deep pink apple-like flowers in spring before the leaves. Round fall fruits in colors from red to purple to yellow.,136
-13660944.8372355,5696397.48024081,235146,2018/06/23 00:00:00+00,PCAB,19,Fair,64,25,27,volunteer,,0,{0DE281F3-5F25-4279-87E2-E1D87A283DB5},,TL,2018/06/23 18:24:15+00,PKJOSHUA,2024/08/20 21:52:30+00,21410,1956.02,1256.5,81.5,26.8,1.74,43.8,2.93,5.32,11.8,9.99,Pinaceae,Picea,Norway spruce,Picea abies,CE,L,No,,,"Europe - Norway, Sweden, Finland, Estonia, Latvia, Lithuania, Poland, Germany, Czech Republic, Slovakia, Slovenia, Hungary, Austria, Switzerland, northern Italy, Croatia, Bosnia, Serbia, Bulgaria, Romania, Belarus and northern Russia into Siberia","Needles are prickly, four sided, and emerge from a woody bump on the stem.",136
-13661235.4886658,5696754.25514306,235148,2018/06/23 00:00:00+00,THPL,1.3,Fair,10,6,7,volunteer,,0,{21D6B25A-15EE-4291-9198-48A72A44D3F4},,TL,2018/06/23 18:26:42+00,PKJOSHUA,2024/08/20 21:52:30+00,136,42.19,3.9,0.25,0.1,0.01,2,0.13,0.24,0.5,0.38,Cupressaceae,Thuja,western redcedar,Thuja plicata,CE,L,Yes,,,"North America - British Columbia, Canada south through Washington, Oregon, northern Idaho and northwest Montana south to northern California; also in the Alaska Panhandle ","The bark is dark brown, papery, and peels off easily in small strips.",136
-13660915.9430909,5696746.71965396,235149,2018/06/23 00:00:00+00,PIPO,30.5,Fair,64,46,49,volunteer,,29,{363029D6-C5E4-4642-9938-66770F73FC82},N,TL,2018/06/23 18:28:59+00,PKJOSHUA,2024/08/20 21:52:30+00,137,5047.34,2559.9,166.05,34.5,2.24,83.5,5.58,10.14,22.5,17.96,Pinaceae,Pinus,ponderosa pine,Pinus ponderosa,CE,L,Yes,,,"North America - from British Columbia, Canada south through Washington, Oregon, Idaho, Montana, California and other western states east to Nebraska and south to northern Durango and Tamaulipas states in Mexico.","Needles are 5-10"" long and grow in bundles of three.",136
-13660953.8002339,5696397.17123411,235150,2018/06/23 00:00:00+00,PCAB,16.6,Fair,67,23,22,volunteer,,0,{0DB02CC5-A7D2-4C24-B605-59377DECFA38},,TL,2018/06/23 18:29:37+00,PKJOSHUA,2024/08/20 21:52:30+00,138,1491.89,928,60.19,22.7,1.47,32.8,2.19,3.98,8.8,7.65,Pinaceae,Picea,Norway spruce,Picea abies,CE,L,No,,,"Europe - Norway, Sweden, Finland, Estonia, Latvia, Lithuania, Poland, Germany, Czech Republic, Slovakia, Slovenia, Hungary, Austria, Switzerland, northern Italy, Croatia, Bosnia, Serbia, Bulgaria, Romania, Belarus and northern Russia into Siberia","Needles are prickly, four sided, and emerge from a woody bump on the stem.",136
-13661081.3221514,5696618.83078224,235151,2018/06/23 00:00:00+00,TIPL,12,Fair,60,57,58,volunteer,,5,{77291973-D674-4131-8249-2EC7588FB9F5},,TL,2018/06/23 18:32:57+00,PKJOSHUA,2024/08/20 21:52:30+00,139,1530.03,349,22.64,13.1,0.85,112,7.48,13.6,30.1,21.93,Malvaceae,Tilia,largeleaf linden,Tilia platyphyllos,BD,L,No,,,"Europe - northern Spain, Italy and western and central Europe into Poland and western Ukraine, and south to the Balkans and Greece","The large leaves (up to 6"" long) are heart shaped with pointy teeth along the edges.",136
-13661198.3180314,5696673.82736962,235152,2018/06/23 00:00:00+00,PSAM,4.6,Fair,20,15,10,volunteer,,2,{7DCF4C9B-C0B5-43B6-891F-1E7C7186CAFE},,TL,2018/06/23 18:34:25+00,PKJOSHUA,2024/08/20 21:52:30+00,140,116.76,31.8,2.06,2.9,0.19,10.8,0.72,1.31,2.9,2.23,Pinaceae,Pseudolarix,golden larch,Pseudolarix amabilis,CD,L,No,,,Asia - eastern China,Deciduous conifer whose larch-like needles turn golden or russet in fall.,136
-13660967.383352,5696381.7283069,235153,2018/06/23 00:00:00+00,QUPH,7.1,Fair,34,26,25,volunteer,,4,{0C9BC391-3CA8-499F-ADDB-A63CE5FD17A6},N,TL,2018/06/23 18:36:04+00,PKJOSHUA,2024/08/20 21:52:30+00,141,724.27,136.2,8.83,7.5,0.49,22.6,1.51,2.74,6.1,4.74,Fagaceae,Quercus,willow oak,Quercus phellos,BD,L,No,,,North America -  New Jersey south to the panhandle of Florida and west to eastern Texas,"Narrow, lanceolate leaves superficially resemble a willow’s but are thicker and more leathery. Acorns are bright yellow-brown and a half-inch long.",136
-13661294.3764963,5696455.19604097,235154,2018/06/23 00:00:00+00,MA,6.4,Fair,18,21,20,staff,,4,{D596231E-1B8D-4F96-983E-8CDE0768F8D6},,TL,2018/06/23 18:36:31+00,PKJOSHUA,2024/08/20 21:52:30+00,142,581.6,112.7,7.31,8.2,0.53,13.6,0.91,1.65,3.7,3.09,Rosaceae,Malus,ornamental crabapple,Malus spp.,BD,S,No,,,,White to pale or deep pink apple-like flowers in spring before the leaves. Round fall fruits in colors from red to purple to yellow.,136
-13660787.6852692,5696777.67136391,235155,2018/06/23 00:00:00+00,QUPA,36.8,Fair,91,73,58,volunteer,,6,{06ABC64C-C8D7-4DBC-B711-F06D01F6D32D},N,TL,2018/06/23 18:41:51+00,PKJOSHUA,2024/08/20 21:52:30+00,143,15488.73,10243.9,664.46,130.9,8.49,116.4,7.78,14.14,31.3,30.41,Fagaceae,Quercus,pin oak,Quercus palustris,BD,L,No,,,"North America - central USA from eastern Kansas and Oklahoma through Illinois, Indiana and Ohio east to Virginia and southern New England, plus southern Ontario, Canada",Pin oak gets its name from the sharp pointy shoots that are apparent in winter.,136
-13660765.8138391,5696777.59383154,235156,2018/06/23 00:00:00+00,QUPA,38.2,Fair,99,70,73,staff,,2,{F97CDF7E-CC98-4106-86CE-DEC9C97159C7},,TL,2018/06/23 18:42:28+00,PKJOSHUA,2024/08/20 21:52:30+00,144,16428,11252.6,729.89,138.6,8.99,138.7,9.27,16.85,37.3,35.11,Fagaceae,Quercus,pin oak,Quercus palustris,BD,L,No,,,"North America - central USA from eastern Kansas and Oklahoma through Illinois, Indiana and Ohio east to Virginia and southern New England, plus southern Ontario, Canada",Pin oak gets its name from the sharp pointy shoots that are apparent in winter.,136
-13660722.2170486,5696777.78499289,235157,2018/06/23 00:00:00+00,QUPA,35.5,Fair,102,70,65,staff,,13,{CC48C4C9-91B7-4242-A292-AC63C1B5BC4A},,TL,2018/06/23 18:42:57+00,PKJOSHUA,2024/08/20 21:52:30+00,145,14598.7,9358.5,607.03,124,8.04,121.7,8.14,14.78,32.7,30.96,Fagaceae,Quercus,pin oak,Quercus palustris,BD,L,No,,,"North America - central USA from eastern Kansas and Oklahoma through Illinois, Indiana and Ohio east to Virginia and southern New England, plus southern Ontario, Canada",Pin oak gets its name from the sharp pointy shoots that are apparent in winter.,136
-13661190.2332136,5696647.87314354,235158,2018/06/23 00:00:00+00,PIPO,10.6,Fair,29,17,16,volunteer,,1,{1C0930ED-21DC-4B59-B13A-B018644AB113},,TL,2018/06/23 18:50:22+00,PKJOSHUA,2024/08/20 21:52:30+00,146,616.87,236.1,15.31,8.7,0.56,11.7,0.78,1.42,3.1,2.76,Pinaceae,Pinus,ponderosa pine,Pinus ponderosa,CE,L,Yes,,,"North America - from British Columbia, Canada south through Washington, Oregon, Idaho, Montana, California and other western states east to Nebraska and south to northern Durango and Tamaulipas states in Mexico.","Needles are 5-10"" long and grow in bundles of three.",136
-13661325.6592652,5696578.86070971,235159,2018/06/23 00:00:00+00,CEDE,11.2,Fair,28,26,24,volunteer,,0,{61CC2E30-069F-4A2D-B984-69B8F808406B},,TL,2018/06/23 18:51:22+00,PKJOSHUA,2024/08/20 21:52:30+00,147,1147.52,288.6,18.72,8.5,0.55,43.7,2.92,5.3,11.7,8.77,Pinaceae,Cedrus,deodar cedar,Cedrus deodara,CE,L,No,,,"Asia - the Himalayas, including Pakistan, northern India, Nepal and Afghanistan","Evergreen tree averaging between 40–70' in height; straight trunk and swooping horizontal branches.",136
-13660915.3643196,5696767.48092488,235160,2018/06/23 00:00:00+00,PIPO,33.7,Fair,83,48,50,volunteer,,32,{C9D41C55-69EE-45C4-9692-FAF24D71453C},N,TL,2018/06/23 18:58:36+00,PKJOSHUA,2024/08/20 21:52:30+00,21435,6128.42,3135.5,203.38,38.8,2.51,87.8,5.87,10.66,23.6,19.05,Pinaceae,Pinus,ponderosa pine,Pinus ponderosa,CE,L,Yes,,,"North America - from British Columbia, Canada south through Washington, Oregon, Idaho, Montana, California and other western states east to Nebraska and south to northern Durango and Tamaulipas states in Mexico.","Needles are 5-10"" long and grow in bundles of three.",136
-13644373.9823702,5703033.80313999,235536,2018/06/26 00:00:00+00,PINI,17.2,Fair,63,30,23,staff,,5,{EA1E5976-D28D-4DD1-9360-2CC867890FE2},,staff,2018/06/26 19:24:26+00,PKJOSHUA,2024/08/20 21:52:30+00,21436,2233.06,560.1,36.33,13.3,0.86,33.1,2.21,4.02,8.9,7.1,Pinaceae,Pinus,Austrian black pine,Pinus nigra,CE,L,No,,,,,59
-13644418.5887777,5703032.85786953,235537,2018/06/26 00:00:00+00,PINI,15.7,Fair,60,27,32,staff,,7,{E4AAA448-DAA8-4D15-A960-808B77D5C30E},,staff,2018/06/26 19:29:18+00,PKJOSHUA,2024/08/20 21:52:30+00,21437,1853.7,464.8,30.15,11.8,0.77,35.8,2.39,4.35,9.6,7.51,Pinaceae,Pinus,Austrian black pine,Pinus nigra,CE,L,No,,,,,59
-13644541.598034,5702968.42732404,235936,2018/06/26 00:00:00+00,ACCA,4.6,Fair,26,15,18,staff,,3,{226A7B9E-125F-4B6B-8A2F-B3D4D7D9B91C},,staff,2018/06/26 19:52:50+00,PKJOSHUA,2024/08/20 21:52:30+00,21438,369.07,69.2,4.49,6.3,0.41,14.9,0.99,1.81,4,3.21,Sapindaceae,Acer,hedge maple,Acer campestre,BD,M,No,,,"Europe - from Scotland across much of Europe to the Atlas Mountains in North Africa (Algeria) and east into Russia, Turkey, the Caucasus, and northern Iran",The two-winged seeds spread across in a straight line.,59
-13645420.0090509,5704981.44878966,236336,2018/06/26 00:00:00+00,QURU,10.8,Fair,35,39,37,staff,,4,{BC9A05DD-DEB1-4753-8A40-BD7B7C98815C},,brydavis,2018/06/26 20:10:53+00,PKJOSHUA,2024/08/20 21:52:30+00,21439,1718.4,448.9,29.12,19.4,1.26,46.4,3.1,5.64,12.5,10,Fagaceae,Quercus,northern red oak,Quercus rubra,BD,L,No,,,"North America - eastern Canada and eastern USA from the eastern edge of the Great Plains east to the Atlantic and south to Alabama, Georgia and Arkansas",Acorns take two years to mature and are an important food source for wildlife.,268
-13645411.4219936,5704944.83878708,236337,2018/06/26 00:00:00+00,QURU,56.2,Fair,89,80,87,staff,,5,{E8EBDEE0-4AA7-479D-8E58-FB38011D3F26},,brydavis,2018/06/26 20:18:47+00,PKJOSHUA,2024/08/20 21:52:30+00,21440,30256.27,16534.7,1072.5,27.6,1.79,218.3,14.59,26.51,58.7,42.89,Fagaceae,Quercus,northern red oak,Quercus rubra,BD,L,No,,,"North America - eastern Canada and eastern USA from the eastern edge of the Great Plains east to the Atlantic and south to Alabama, Georgia and Arkansas",Acorns take two years to mature and are an important food source for wildlife.,268
-13645418.1112721,5704906.61815499,236338,2018/06/26 00:00:00+00,CHOB,12,Fair,30,27,24,staff,,3,{1E37ECD2-9740-4C25-93DD-11F1E61742A3},,brydavis,2018/06/26 20:47:37+00,PKJOSHUA,2024/08/20 21:52:30+00,21441,946.63,364.4,23.64,9.3,0.6,43.1,2.88,5.23,11.6,8.71,Cupressaceae,Chamaecyparis,Hinoki falsecypress,Chamaecyparis obtusa,CE,L,No,,,Asia - Japan and Taiwan,"Leaves in flat sprays, blunt tipped, with a stomatal band beneath. Globe-shaped, orange-brown cones appear alone on short stalks. They range from 1/3"" to 3/8"" across. Reddish-brown bark sheds in long, narrow, vertical strips.",268
-13645411.8990699,5704879.46448886,236339,2018/06/26 00:00:00+00,THPL,22.1,Fair,50,27,28,staff,,3,{062D3610-2823-490E-97B3-98B46D06D8FD},,brydavis,2018/06/26 21:06:47+00,PKJOSHUA,2024/08/20 21:52:30+00,21442,3713.36,555.3,36.02,9.5,0.61,48.1,3.21,5.84,12.9,9.66,Cupressaceae,Thuja,western redcedar,Thuja plicata,CE,L,Yes,,,"North America - British Columbia, Canada south through Washington, Oregon, northern Idaho and northwest Montana south to northern California; also in the Alaska Panhandle ","The bark is dark brown, papery, and peels off easily in small strips.",268
-13645412.5751042,5704848.91134407,236340,2018/06/26 00:00:00+00,ACCI,1.9,Fair,12,6,5,staff,,0,{B4B9F116-5073-4F33-8180-9D6609F77FFE},,brydavis,2018/06/26 21:15:02+00,PKJOSHUA,2024/08/20 21:52:30+00,21443,57.77,9.5,0.61,2.1,0.14,1.2,0.08,0.15,0.3,0.37,Sapindaceae,Acer,vine maple,Acer circinatum,BD,S,Yes,,,"North America - Oregon and Washington west of the Cascades, northern California, and British Columbia, Canada",Small deciduous tree with multiple twisting stems that do not reach over 20' tall.,268
-13653728.2230495,5705420.11915837,236341,2018/06/26 00:00:00+00,TITO,42.6,Fair,95,105,95,staff,,13,{14DD11FE-231A-45A5-BE0D-2C83AF082DFB},,jeff.ramsey,2018/06/26 21:26:48+00,PKJOSHUA,2024/08/20 21:52:30+00,21444,15199.62,6923.8,449.1,72.9,4.73,267.2,17.86,32.45,71.9,55.04,Malvaceae,Tilia,silver linden,Tilia tomentosa,BD,L,No,,,"Europe - Bulgaria, Romania, Greece, Croatia, Serbia, Bosnia, and Macedonia","Leaves 4"" to 5"" long with a drip tip are dark green above and bright silver and fuzzy below.",186
-13645307.6252009,5704799.67860151,236342,2018/06/26 00:00:00+00,CHOB,15.4,Fair,27,20,24,staff,,3,{7B76DA0C-2971-4E5E-A9F6-76F01B5E24E8},,brydavis,2018/06/26 21:34:45+00,PKJOSHUA,2024/08/20 21:52:30+00,21445,1576,559.6,36.3,12.8,0.83,40.4,2.7,4.9,10.9,8.43,Cupressaceae,Chamaecyparis,Hinoki falsecypress,Chamaecyparis obtusa,CE,L,No,,,Asia - Japan and Taiwan,"Leaves in flat sprays, blunt tipped, with a stomatal band beneath. Globe-shaped, orange-brown cones appear alone on short stalks. They range from 1/3"" to 3/8"" across. Reddish-brown bark sheds in long, narrow, vertical strips.",268
-13645291.0716844,5704807.55094193,236343,2018/06/26 00:00:00+00,PLOC,43.8,Fair,79,45,60,staff,,5,{C740BEC5-0485-4AC5-AD30-96153163162C},,brydavis,2018/06/26 21:39:45+00,PKJOSHUA,2024/08/20 21:52:30+00,21446,19985.65,12441.6,807.01,101.6,6.59,149.7,10,18.18,40.3,34.77,Platanaceae,Platanus,American sycamore,Platanus occidentalis,BD,L,No,,,North America - Texas to Maine,"Smooth, gray to white mottled bark, common in its native range, is less common in Portland where bark remains rough, brown, and plated.",268
-13653774.0350837,5705412.1259253,236344,2018/06/26 00:00:00+00,ULAM,33.9,Fair,77,80,112,staff,,10,{B7C3B177-3D69-44A1-975F-2979A9C836A9},,jeff.ramsey,2018/06/26 21:41:29+00,PKJOSHUA,2024/08/20 21:52:30+00,21447,10836.38,5363.6,347.9,72.2,4.69,357.6,23.91,43.43,96.2,72.02,Ulmaceae,Ulmus,American elm,Ulmus americana,BD,L,No,,,"North America - Ontario west to Alberta in Canada, eastern USA from Texas to Maine","Doubly serrate margins on leaves 3"" to 6"" long. Yellow fall color.",186
-13653748.3710086,5705413.27083386,236345,2018/06/26 00:00:00+00,TIAM,19.2,Fair,118,34,55,staff,,15,{F22D0107-3AF3-4DDD-A48A-489EB6069E12},,jeff.ramsey,2018/06/26 21:46:12+00,PKJOSHUA,2024/08/20 21:52:30+00,21448,2551.19,1057.3,68.58,24.8,1.61,87,5.82,10.57,23.4,17.99,Malvaceae,Tilia,American linden,Tilia americana,BD,L,No,,,"North America - native from New Brunswick, Canada across southern Quebec and Ontario to Manitoba, and from Maine to Virginia and west to the Great Lakes and the edge of the prairies, with a major presence in Wisconsin and Minnesota forests","Dark-green, oval to heart-shaped leaves 3"" to 6"" long. Fragrant pale-yellow flowers in early summer.",186
-13645302.1444785,5704841.86582518,236346,2018/06/26 00:00:00+00,PYCA,13,Fair,29,38,31,staff,,6,{5185C57F-97D2-4130-95C0-CB8A57EDA1C4},,brydavis,2018/06/26 21:52:45+00,PKJOSHUA,2024/08/20 21:52:30+00,21449,1856.97,633.4,41.09,22.5,1.46,32.8,2.19,3.98,8.8,7.63,Rosaceae,Pyrus,flowering pear,Pyrus calleryana,BD,M,No,,,Asia,Originated in Asia and are popular due to their small size and showy spring flowers.,268
-13653752.2130093,5705398.40335459,236347,2018/06/26 00:00:00+00,QURU,19.2,Fair,75,60,64,staff,,27,{9D4E1F5A-22F6-467D-8316-A55ADAF67FB9},,jeff.ramsey,2018/06/26 21:55:37+00,PKJOSHUA,2024/08/20 21:52:30+00,21450,5125.11,1816.6,117.83,43.9,2.85,110.7,7.4,13.44,29.8,23.69,Fagaceae,Quercus,northern red oak,Quercus rubra,BD,L,No,,,"North America - eastern Canada and eastern USA from the eastern edge of the Great Plains east to the Atlantic and south to Alabama, Georgia and Arkansas",Acorns take two years to mature and are an important food source for wildlife.,186
-13653714.7775036,5705385.58044561,236348,2018/06/26 00:00:00+00,PRSE,13.5,Fair,39,31,39,staff,,6,{19D7D441-28EA-4333-AEDE-5B453CCCC024},,jeff.ramsey,2018/06/26 22:15:38+00,PKJOSHUA,2024/08/20 21:52:30+00,21451,1988.95,822.9,53.38,28.4,1.85,44,2.94,5.35,11.8,10.14,Rosaceae,Prunus,Japanese flowering cherry,Prunus serrulata,BD,S,No,,,"Asia - northern and central China, Korea and Japan",Remarkable pink spring blossoms.,186
-13653718.4729081,5705390.4323335,236349,2018/06/26 00:00:00+00,PRSE,7.2,Fair,37,25,30,staff,,15,{1CF68CD6-B33E-4FE6-81DA-C5C01B7F2EC7},,jeff.ramsey,2018/06/26 22:19:12+00,PKJOSHUA,2024/08/20 21:52:30+00,21452,689.97,177.9,11.54,11.6,0.75,26,1.74,3.16,7,5.65,Rosaceae,Prunus,Japanese flowering cherry,Prunus serrulata,BD,S,No,,,"Asia - northern and central China, Korea and Japan",Remarkable pink spring blossoms.,186
